Creation Time: 2023_6_17-22-22-56
22-22-56 | [INFO] GarageCore - Started !
22-49-21 | [INFO] GarageRequestHandler
22-49-21 | [INFO] loading time:12958
22-49-21 | [INFO] send GarageResponse
22-49-21 | [INFO] GarageRequest by player:Mozz
22-49-57 | [INFO] GarageRequestHandler
22-49-57 | [INFO] loading time:11247
22-49-57 | [INFO] send GarageResponse
22-49-57 | [INFO] GarageRequest by player:Mozz
22-50-55 | [INFO] GarageRequestHandler
22-50-55 | [INFO] loading time:11988
22-50-55 | [INFO] send GarageResponse
22-50-55 | [INFO] GarageRequest by player:Mozz
22-51-34 | [INFO] GarageRequestHandler
22-51-34 | [INFO] loading time:11504
22-51-34 | [INFO] send GarageResponse
22-51-34 | [INFO] GarageRequest by player:Mozz
22-52-8 | [INFO] GarageRequestHandler
22-52-8 | [INFO] loading time:11024
22-52-8 | [INFO] send GarageResponse
22-52-8 | [INFO] GarageRequest by player:Mozz
22-52-22 | [INFO] GarageRequestHandler
22-52-22 | [INFO] loading time:10873
22-52-22 | [INFO] send GarageResponse
22-52-22 | [INFO] GarageRequest by player:Mozz
22-52-29 | [INFO] GarageRequestHandler
22-52-29 | [INFO] loading time:11158
22-52-29 | [INFO] send GarageResponse
22-52-29 | [INFO] GarageRequest by player:Mozz
22-54-2 | [INFO] GarageRequestHandler
22-54-2 | [INFO] loading time:12041
22-54-2 | [INFO] send GarageResponse
22-54-2 | [INFO] GarageRequest by player:Mozz
22-55-55 | [INFO] GarageRequestHandler
22-55-55 | [INFO] loading time:16070
22-55-55 | [INFO] send GarageResponse
22-55-55 | [INFO] GarageRequest by player:Mozz
22-55-57 | [INFO] ParkOutRequestHandler
22-55-57 | [INFO] ParkOutRequestHandler data: 5481418 -1  <11633.363281, 57.807411, 14650.166016>
22-55-57 | [INFO] distance: 0
22-55-57 | [INFO] distance < 5
22-55-57 | [INFO] ParkOutRequest by player:Mozz
22-56-3 | [INFO] GarageRequestHandler
22-56-3 | [INFO] loading time:11815
22-56-3 | [INFO] send GarageResponse
22-56-3 | [INFO] GarageRequest by player:Mozz
22-56-11 | [INFO] GarageRequestHandler
22-56-11 | [INFO] loading time:12399
22-56-11 | [INFO] send GarageResponse
22-56-11 | [INFO] GarageRequest by player:Mozz
22-56-20 | [INFO] new VehiculeData
22-57-9 | [INFO] GarageRequestHandler
22-57-9 | [INFO] loading time:17121
22-57-9 | [INFO] send GarageResponse
22-57-9 | [INFO] GarageRequest by player:Mozz
22-57-11 | [INFO] GarageRequestHandler
22-57-11 | [INFO] loading time:17157
22-57-11 | [INFO] send GarageResponse
22-57-11 | [INFO] GarageRequest by player:Mozz
22-57-13 | [INFO] ParkOutRequestHandler
22-57-13 | [INFO] ParkOutRequestHandler data: 5481418 0 CrSk_Land_Rover_Defender_110_Green <11633.363281, 57.807411, 14650.166016>
22-57-13 | [INFO] distance: 0
22-57-13 | [INFO] distance < 5
22-57-13 | [INFO] garageData.Vehicles[listpos].VehicleName == carname
22-57-13 | [INFO] CreateVehicle
22-57-13 | [INFO] childrens.Count():0
22-57-13 | [INFO] Set Health:3500
22-57-13 | [INFO] Set Fuel:75
22-57-13 | [INFO] Set Lock:-1
22-57-13 | [INFO] vehicle orientation: 0x000000006959b4e8 {<-110,0,0>}
22-57-13 | [INFO] vehicle orientation: 0x000000006959b4e8 {<-110,0,0>}
22-57-13 | [INFO] ParkOutRequest by player:Mozz
22-57-23 | [INFO] GarageRequestHandler
22-57-23 | [INFO] loading time:12796
22-57-23 | [INFO] send GarageResponse
22-57-23 | [INFO] GarageRequest by player:Mozz
22-58-44 | [INFO] GarageRequestHandler
22-58-44 | [INFO] loading time:16935
22-58-44 | [INFO] send GarageResponse
22-58-44 | [INFO] GarageRequest by player:Mozz
22-58-53 | [INFO] GarageRequestHandler
22-58-53 | [INFO] loading time:12549
22-58-53 | [INFO] send GarageResponse
22-58-53 | [INFO] GarageRequest by player:Mozz
22-59-12 | [INFO] GarageRequestHandler
22-59-12 | [INFO] loading time:13326
22-59-12 | [INFO] send GarageResponse
22-59-12 | [INFO] GarageRequest by player:Mozz
23-0-2 | [INFO] GarageRequestHandler
23-0-2 | [INFO] loading time:12199
23-0-2 | [INFO] send GarageResponse
23-0-2 | [INFO] GarageRequest by player:Mozz
23-0-56 | [INFO] GarageRequestHandler
23-0-56 | [INFO] loading time:15767
23-0-56 | [INFO] send GarageResponse
23-0-56 | [INFO] GarageRequest by player:Mozz
23-0-59 | [INFO] GarageRequestHandler
23-0-59 | [INFO] loading time:12371
23-0-59 | [INFO] send GarageResponse
23-0-59 | [INFO] GarageRequest by player:Mozz
23-1-27 | [INFO] GarageRequestHandler
23-1-27 | [INFO] loading time:10692
23-1-27 | [INFO] send GarageResponse
23-1-27 | [INFO] GarageRequest by player:Mozz
23-1-57 | [INFO] GarageRequestHandler
23-1-57 | [INFO] loading time:14876
23-1-57 | [INFO] send GarageResponse
23-1-57 | [INFO] GarageRequest by player:Mozz
23-2-2 | [INFO] GarageRequestHandler
23-2-2 | [INFO] loading time:10613
23-2-2 | [INFO] send GarageResponse
23-2-2 | [INFO] GarageRequest by player:Mozz
23-2-34 | [INFO] GarageRequestHandler
23-2-34 | [INFO] loading time:11486
23-2-34 | [INFO] send GarageResponse
23-2-34 | [INFO] GarageRequest by player:Mozz
23-6-1 | [INFO] GarageRequestHandler
23-6-1 | [INFO] loading time:12872
23-6-1 | [INFO] send GarageResponse
23-6-1 | [INFO] GarageRequest by player:Mozz
23-7-0 | [INFO] GarageRequestHandler
23-7-0 | [INFO] loading time:13842
23-7-0 | [INFO] send GarageResponse
23-7-0 | [INFO] GarageRequest by player:Mozz
23-7-48 | [INFO] GarageRequestHandler
23-7-48 | [INFO] loading time:11827
23-7-48 | [INFO] send GarageResponse
23-7-48 | [INFO] GarageRequest by player:Mozz
23-9-13 | [INFO] GarageRequestHandler
23-9-13 | [INFO] loading time:11926
23-9-13 | [INFO] send GarageResponse
23-9-13 | [INFO] GarageRequest by player:Mozz
23-9-38 | [INFO] GarageRequestHandler
23-9-38 | [INFO] loading time:11325
23-9-38 | [INFO] send GarageResponse
23-9-38 | [INFO] GarageRequest by player:Mozz
23-10-54 | [INFO] GarageRequestHandler
23-10-54 | [INFO] loading time:10970
23-10-54 | [INFO] send GarageResponse
23-10-54 | [INFO] GarageRequest by player:Mozz
23-11-32 | [INFO] GarageRequestHandler
23-11-32 | [INFO] loading time:20040
23-11-32 | [INFO] send GarageResponse
23-11-32 | [INFO] GarageRequest by player:Mozz
23-11-36 | [INFO] GarageRequestHandler
23-11-36 | [INFO] loading time:10763
23-11-36 | [INFO] send GarageResponse
23-11-36 | [INFO] GarageRequest by player:Mozz
23-12-5 | [INFO] GarageRequestHandler
23-12-5 | [INFO] loading time:11764
23-12-5 | [INFO] send GarageResponse
23-12-5 | [INFO] GarageRequest by player:Mozz
23-16-58 | [INFO] GarageRequestHandler
23-16-58 | [INFO] loading time:12318
23-16-58 | [INFO] send GarageResponse
23-16-58 | [INFO] GarageRequest by player:Mozz
